vid_title,artist_name,lp_name,score,genre,order_of_reviews
Lil Pump - Self-Titled ,Lil Pump,Self-Titled ,7,"TRAP RAP, POP RAP, SOUNDCLOUD RAPS",358
Uncommon Nasa - Written At Night ALBUM REVIEW,Uncommon Nasa,Written At Night,8,"EAST COAST HIP HOP, ABSTRACT HIP HOP, CONSCIOUS HIP HOP",357
Iglooghost - Neō Wax Bloom ALBUM REVIEW,Iglooghost,Neō Wax Bloom,8,"WONKY, UK BASS, GLITCH HOP, DRILL AND BASS",356
Young Thug & Carnage - Young Martha EP REVIEW,Young Thug & Carnage,Young Martha,8,TRAP RAP,355
Macklemore - Gemini ALBUM REVIEW,Macklemore,Gemini,3,POP RAP,354
Godspeed You! Black Emperor - Luciferian Towers ALBUM REVIEW,Godspeed You! Black Emperor,Luciferian Towers,5,"POST-ROCK, DRONE, CHAMBER MUSIC",353
Rapsody - Laila's Wisdom ALBUM REVIEW,Rapsody,Laila's Wisdom,8,"CONSCIOUS HIP HOP, NEO-SOUL",352
Myrkur - Mareridt ALBUM REVIEW,Myrkur,Mareridt,6,"ATMOSPHERIC BLACK METAL, DARK FOLK",351
Open Mike Eagle - Brick Body Kids Still Daydream ALBUM REVIEW,Open Mike Eagle,Brick Body Kids Still Daydream,8,"ABSTRACT HIP HOP, CONSCIOUS HIP HOP, JAZZ RAP",350
Daniel Caesar - Freudian ALBUM REVIEW,Daniel Caesar,Freudian,7,"CONTEMPORARY R&B, NEO-SOUL",349
Ariel Pink - Dedicated to Bobby Jameson ALBUM REVIEW,Ariel Pink,Dedicated to Bobby Jameson,8,HYPNAGOGIC POP,348
The National - Sleep Well Beast ALBUM REVIEW,The National,Sleep Well Beast,7,"ART ROCK, CHAMBER POP,  INDIETRONIC, POST-PUNK",347
Alex Cameron - Forced Witness ALBUM REVIEW,Alex Cameron,Forced Witness,8,"NEW WAVE, SYNTH POP, SOFT ROCK",346
Corbin - Mourn ALBUM REVIEW,Corbin,Mourn,7,"ALTERNATIVE R&B, MINIMAL WAVE",345
Alvvays - Antisocialites ALBUM REVIEW,Alvvays,Antisocialites,8,"INDIE POP, JANGLE POP, TWEE POP, DREAM POP",344
Oh Sees - Orc ALBUM REVIEW,Oh Sees,Orc,8,"PSYCHEDELIC ROCK, GARAGE ROCK, HEAVY PSYCH",343
Queens of the Stone Age - Villains ALBUM REVIEW,Queens of the Stone Age,Villains,6,"ALTERNATIVE ROCK, GARAGE ROCK REVIVAL",342
Brockhampton - Saturation II ALBUM REVIEW,Brockhampton,Saturation II,8,"POP RAP, WEST COAST HIP HOP, ALTERNATIVE R&B",341
XXXTentacion - 17 ALBUM REVIEW,XXXTentacion,17,2,"ALTERNATIVE R&B, LO-FI INDIE, CLOUD RAP",340
Lil Uzi Vert - Luv Is Rage 2 ALBUM REVIEW,Lil Uzi Vert,Luv Is Rage 2,3,TRAP RAP,339
Brand New - Science Fiction ALBUM REVIEW,Brand New,Science Fiction,7,"INDIE ROCK, EMO, POST-HARDCORE",338
Alice Glass - Self-Titled EP REVIEW,Alice Glass,Alice Grass,7,"ELECTROPOP, WITCH HOUSE, POST-INDUSTRIAL",337
Richard Dawson - Peasant ALBUM REVIEW,Richard Dawson,Peasant,8,"SINGER-SONGWRITER, AVANT-FOLK",336
Kesha - Rainbow ALBUM REVIEW,Kesha,Rainbow,7,"POP ROCK, POP SOUL, COUNTRY POP",335
Ski Mask the Slump God - You Will Regret ,Ski Mask the Slump God,You Will Regret ,6,"TRAP RAP, SOUTHERN HIP HOP",334
Oxbow - Thin Black Duke ALBUM REVIEW,Oxbow,Thin Black Duke,8,"ART ROCK, EXPERIMENTAL ROCK, CHAMBER MUSIC, NOISE ROCK",333
Dying Fetus - Wrong One to Fuck With ALBUM REVIEW,Dying Fetus,Wrong One to Fuck With,8,"BRUTAL DEATH METAL, TECHNICAL DEATH METAL, DEATHGRIND",332
Nine Inch Nails - Add Violence EP REVIEW,Nine Inch Nails,Add Violence,6,"INDUSTRIAL ROCK, ELECTRO-INDUSTRIAL",331
"Tyler, the Creator - Flower Boy ALBUM REVIEW","Tyler, the Creator",Flower Boy,8,"WEST COAST HIP HOP, NEO-SOUL, ALTERNATIVE R&B, SYNTH FUNK, JAZZ RAP, EXPERIMENTAL HIP HOP",330
Billy Woods - Known Unknowns ALBUM REVIEW ft. Myke C-Town,Billy Woods,Known Unknowns ft. Myke C-Town,8,ABSTRACT HIP HOP,329
JAY-Z - 4:44 ALBUM REVIEW,JAY-Z,4:44,8,"EAST COAST HIP HOP, JAZZ RAP",328
Guerilla Toss - GT Ultra ALBUM REVIEW,Guerilla Toss,GT Ultra,8,"ART POP, DANCE-PUNK, PSYCH POP, ZOLO",327
Algiers - The Underside of Power ALBUM REVIEW,Algiers,The Underside of Power,8,"POST-PUNK, POST-INDUSTRIAL, GOSPEL, BLUES PUNK",326
Fleet Foxes - Crack-Up ALBUM REVIEW,Fleet Foxes,Crack-Up,8,"CHAMBER FOLK, PROGRESSIVE FOLK, PSYCHEDELIC FOLK",325
Vince Staples - Big Fish Theory ALBUM REVIEW,Vince Staples,Big Fish Theory,6,"WEST COAST HIP HOP, ALTERNATIVE HIP HOP, HARDCORE HIP HOP, HIP HOUSE, UK GARAGE",324
Elder - Reflections of a Floating World ALBUM REVIEW,Elder,Reflections of a Floating World,8,"STONER ROCK/METAL, HEAVY PSYCH, PROGRESSIVE ROCK, DOOM METAL",323
Lorde - Melodrama ALBUM REVIEW,Lorde,Melodrama,7,"SYNTHPOP, ART POP, ELECTROPOP, DANCE POP, ALTERNATIVE R&B",322
The Mountain Goats - Goths ALBUM REVIEW,The Mountain Goats,Goths,8,"SINGER-SONGWRITER, GOTHIC INDIE POP/ROCK, POST-PUNK, BAROQUE FOLK",321
The Underachievers - Renaissance ALBUM REVIEW,The Underachievers,Renaissance,6,"EAST COAST HIP HOP, CLOUD RAP, TRAP RAP, JAZZ RAP, CONSCIOUS HIP HOP",320
Kirin J Callinan - Bravado ALBUM REVIEW,Kirin J Callinan,Bravado,8,"ART POP, SYNTH POP, EURODANCE, POST-PUNK",319
SZA - Ctrl ALBUM REVIEW,SZA,Ctrl,7,"ALTERNATIVE R&B, NEO-SOUL",318
Brockhampton - Saturation ALBUM REVIEW,Brockhampton,Saturation,9,"ALTERNATIVE HIP HOP, ALTERNATIVE R&B, HARDCORE HIP HOP",317
Beach Fossils - Somersault ALBUM REVIEW,Beach Fossils,Somersault,5,"INDIE POP, DREAM POP, JANGLE POP",316
alt-J - Relaxer ALBUM REVIEW,alt-J,Relaxer,5,"ART POP, FOLKTRONICA, PROGRESSIVE POP",315
Sinjin Hawke - First Opus ALBUM REVIEW,Sinjin Hawke,First Opus,8,"UK BASS, WONKY, FOOTWORK",314
Forest Swords - Compassion ALBUM REVIEW,Forest Swords,Compassion,8,"AMBIENT DUB, NEO-PSYCHEDELIA, TRIBAL AMBIENT",313
Paramore - After Laughter ALBUM REVIEW,Paramore,After Laughter,7,"SYNTHPOP, NEW WAVE, POWER POP, ALTERNATIVE DANCE",312
Perfume Genius - No Shape ALBUM REVIEW,Perfume Genius,No Shape,8,ART POP,311
Slowdive - Self-Titled ALBUM REVIEW,Slowdive,Self-Titled,4,"DREAM POP, SHOEGAZE",310
Full of Hell - Trumpeting Ecstasy ALBUM REVIEW,Full of Hell,Trumpeting Ecstasy,6,"GRINDCORE, POWERVIOLENCE, DEATH GRIND, SLUDGE METAL",309
Mac DeMarco - This Old Dog ALBUM REVIEW,Mac DeMarco,This Old Dog,7,"SINGER-SONGWRITER, INDIE POP, JANGLE POP, DREAM POP, SOFT ROCK",308
Logic - Everybody ALBUM REVIEW,Logic,Everybody,5,"POP RAP, CONSCIOUS HIP HOP, JAZZ RAP",307
Feist - Pleasure ALBUM REVIEW,Feist,Pleasure,8,"INDIE ROCK, SINGER-SONGWRITER, FOLK ROCK",306
Gas - Narkopop ALBUM REVIEW,Gas,Narkopop,2,AMBIENT TECHNO,305
Kendrick Lamar - DAMN. ALBUM REVIEW,Kendrick Lamar,DAMN.,7,"TRAP, POP RAP, CONSCIOUS HIP HOP, WEST COAST HIP HOP",304
Joey Bada$$ - All-Amerikkkan Bada$$ ALBUM REVIEW,Joey Bada$$,All-Amerikkkan Bada$$,8,"EAST COAST HIP HOP, POLITICAL HIP HOP, JAZZ RAP, POP RAP",303
Father John Misty - Pure Comedy ALBUM REVIEW,Father John Misty,Pure Comedy,9,"SINGER-SONGWRITER, PIANO ROCK, CHAMBER FOLK",302
Kodak Black - Painting Pictures ALBUM REVIEW,Kodak Black,Painting Pictures,4,"SOUTHERN HIP HOP, TRAP RAP, POP RAP",301
Ondatrópica - Baile Bucanero ALBUM REVIEW,Ondatrópica,Baile Bucanero,7,"LATIN JAZZ, CUMBIA, LATIN FUNK, REGGAE, DANCEHALL",300
Pallbearer - Heartless ALBUM REVIEW,Pallbearer,Heartless,8,DOOM METAL,299
Mount Eerie - A Crow Looked At Me ALBUM REVIEW,Mount Eerie,A Crow Looked At Me,9,"SINGER-SONGWRITER, CONTEMPORARY FOLK",298
Drake - More Life PLAYLIST REVIEW,Drake,More Life,5,"CONTEMPORARY R&B, TRAP, POP RAP, ETHEREAL TORONTO DANCEHALL",297
Rick Ross - Rather You Than Me ALBUM REVIEW,Rick Ross,Rather You Than Me,6,"TRAP, POP RAP, LUXURIOUS JAZZ RAP",296
Xiu Xiu - Forget ALBUM REVIEW,Xiu Xiu,Forget,8,"EXPERIMENTAL POP, ART POP",295
King Gizzard and the Lizard Wizard - Flying Microtonal Banana ALBUM REVIEW,King Gizzard and the Lizard Wizard,Flying Microtonal Banana,8,"PSYCHEDELIC ROCK, GARAGE ROCK, MICROTONAL",294
Power Trip - Nightmare Logic ALBUM REVIEW,Power Trip,Nightmare Logic,7,"THRASH METAL, CROSSOVER THRASH",293
Future - Self-Titled ALBUM REVIEW,Future,Self-Titled,5,"TRAP, POP RAP",292
Sun Kil Moon - Common As Light And Love Are Red Valleys Of Blood ALBUM REVIEW,Sun Kil Moon,Common As Light And Love Are Red Valleys Of Blood,9,"SINGER-SONGWRITER, SPOKEN WORD, EXPERIMENTAL ROCK, POST-FOLK, SLOWCORE HIP HOP, WTF IS GOING ON MARK?",291
Lupe Fiasco - DROGAS Light ALBUM REVIEW,Lupe Fiasco,DROGAS Light,6,"CONSCIOUS HIP HOP, POP RAP, TRAP RAP",290
Sampha - Process ALBUM REVIEW,Sampha,Process,8,"ALTERNATIVE R&B, NEO-SOUL, ART POP, UK BASS, FUTURE GARAGE",289
Big Sean - I Decided ALBUM REVIEW,Big Sean,I Decided,6,"POP RAP, TRAP RAP",288
Bedwetter - Flick Your Tongue Against Your Teeth and Describe the Present ALBUM REVIEW,Bedwetter,Flick Your Tongue Against Your Teeth and Describe the Present,6,"EXPERIMENTAL HIP HOP, CLOUD RAP, AMBIENT",287
Migos - Culture ALBUM REVIEW,Migos,Culture,7,"SOUTHERN HIP HOP, TRAP, POP RAP",286
Neil Cicierega - Mouth Moods ALBUM REVIEW,Neil Cicierega,Mouth Moods,9,MASTERFUL MEME MUSIC MASHUPS,285
Yucky Duster - Duster's Lament EP REVIEW,Yucky Duster,Duster's Lament,7,"INDIE ROCK, INDIE POP",284
Code Orange - Forever ALBUM REVIEW,Code Orange,Forever,8,"METALCORE, ALTERNATIVE METAL, INDUSTRIAL SHIT, SKULL-CRUSHING DESTRUCTION FROM HELL",283
Run the Jewels - Run the Jewels 3 ALBUM REVIEW ft. BIGQUINT,Run the Jewels,Run the Jewels 3 ft. BIGQUINT,8,"HARDCORE HIP HOP, POLITICAL HIP HOP",282
Injury Reserve - Floss ALBUM REVIEW,Injury Reserve,Floss,8,"ROWDY BANGERS, HARDCORE HIP HOP, JAZZ RAP, CONSCIOUS HIP HOP",281
J. Cole - 4 Your Eyez Only ALBUM REVIEW,J. Cole,4 Your Eyez Only,6,"CONSCIOUS HIP HOP, JAZZ RAP, EAST COAST HIP HOP",280
The Weeknd - Starboy ALBUM REVIEW,The Weeknd,Starboy,5,"ALTERNATIVE R&B, NU-DISCO, SYNTH FUNK, ELECTROPOP",279
Metallica - Hardwired...To Self-Destruct ALBUM REVIEW,Metallica,Hardwired...To Self-Destruct,6,THRASH METAL,278
Justice - Woman ALBUM REVIEW,Justice,Woman,5,"NU-DISCO, SYNTH FUNK, ELECTRO DISCO, ELECTROHOUSE",277
A Tribe Called Quest - We Got It from Here... Thank You 4 Your Service ALBUM REVIEW,A Tribe Called Quest,We Got It from Here... Thank You 4 Your Service,9,"EAST COAST HIP HOP, JAZZ RAP, BOOM BAP, POLITICAL HIP HOP",276
Kero Kero Bonito - Bonito Generation ALBUM REVIEW,Kero Kero Bonito,Bonito Generation,8,"ELECTROPOP, J-POP, SYNTHPOP, BITPOP, JAPANESE HIP HOP, BUBBLEGUM BASS",275
Swain - The Long Dark Blue ALBUM REVIEW,Swain,The Long Dark Blue,8,"HARDCORE PUNK, GRUNGE, POST-HARDCORE",274
Wormrot - Voices ALBUM REVIEW,Wormrot,Voices,7,"GRINDCORE, BLACK METAL, POST-HARDCORE, CRUST PUNK",273
Korn - The Serenity of Suffering ALBUM REVIEW,Korn,The Serenity of Suffering,4,"NU-METAL, INDUSTRIAL METAL, ALTERNATIVE METAL",272
D.R.A.M. - Big Baby D.R.A.M. ALBUM REVIEW,D.R.A.M.,Big Baby D.R.A.M.,7,"POP RAP, R&B, NEO-SOUL, ",271
Conor Oberst - Ruminations ALBUM REVIEW,Conor Oberst,Ruminations,8,"SINGER-SONGWRITER, INDIE FOLK",270
Crying - Beyond the Fleeting Gales ALBUM REVIEW,Crying,Beyond the Fleeting Gales,8,"POWER POP, INDIE ROCK, PROGRESSIVE POP, 80S HARD ROCK GUITAR HEROISM VIEWED THROUGH A LO-FI LENS, TWEE, MULTI-GENRE COMBO (TASTEFUL) ",269
Jeff Rosenstock - Worry ALBUM REVIEW,Jeff Rosenstock,Worry,8,"POWER POP, PUNK ROCK, SINGER-SONGWRITER",268
Green Day - Revolution Radio ALBUM REVIEW,Green Day,Revolution Radio,3,"POP PUNK, ALT ROCK",267
Oathbreaker - Rheia ALBUM REVIEW,Oathbreaker,Rheia,4,"CRUST PUNK, ATMOSPHERIC SLUDGE METAL, HARDCORE PUNK, BLACKGAZE",266
"Bon Iver - 22, A Million ALBUM REVIEW",Bon Iver,"22, A Million",5,"FOLKTRONICA, GLITCH POP, ART POP",265
Danny Brown - Atrocity Exhibition ALBUM REVIEW,Danny Brown,Atrocity Exhibition,9,"HARDCORE HIP HOP, EXPERIMENTAL HIP HOP",264
Neurosis - Fires Within Fires ALBUM REVIEW,Neurosis,Fires Within Fires,8,"SLUDGE METAL, DOOM METAL, EXPERIMENTAL ROCK",263
Touché Amoré - Stage Four ALBUM REVIEW,Touché Amoré,Stage Four,8,"SCREAMO, POST-HARDCORE",262
Street Sects - End Position ALBUM REVIEW,Street Sects,End Position,8,"NOISECORE, SYNTH PUNK, POWER ELECTRONICS, ELECTRO-INDUSTRIAL, CYBERGRIND",261
Mac Miller - The Divine Feminine ALBUM REVIEW,Mac Miller,The Divine Feminine,4,"JAZZ RAP, NEO-SOUL, CONTEMPORARY R&B, POP RAP",260
Nick Cave & the Bad Seeds - Skeleton Tree ALBUM REVIEW,Nick Cave & the Bad Seeds,Skeleton Tree,8,"SINGER-SONGWRITER, SPOKEN WORD, ART ROCK, DRONE",259
M.I.A. - A.I.M. ALBUM REVIEW,M.I.A.,A.I.M.,4,"UK HIP HOP, POP RAP, CONSCIOUS HIP HOP, POLITICAL HIP HOP, ELECTROPOP",258
clipping. - Splendor & Misery ALBUM REVIEW,clipping.,Splendor & Misery,8,"EXPERIMENTAL HIP HOP, INDUSTRIAL HIP HOP, NOISE RAP, CONCEPTUAL SPACE RAPS",257
Glass Animals - How To Be A Human Being ALBUM REVIEW,Glass Animals,How To Be A Human Being,6,"INDIE POP, ART POP, INDIETRONICA, ALTERNATIVE R&B",256
Isaiah Rashad - The Sun's Tirade ALBUM REVIEW ft. Luke James,Isaiah Rashad,The Sun's Tirade ft. Luke James,6,"JAZZ RAP, POP RAP, SORTA CONSCIOUS BUT ALSO DRUGGED OUT",255
Angel Olsen - My Woman ALBUM REVIEW,Angel Olsen,My Woman,8,"INDIE ROCK, SINGER-SONGWRITER, FOLK ROCK, PSYCH ROCK",254
Travis Scott - Birds In the Trap Sing McKnight ALBUM REVIEW,Travis Scott,Birds In the Trap Sing McKnight,3,"SOUTHERN HIP HOP, TRAP, POP RAP, R&B, BAD DANCEHALL",253
Young Thug - Jeffery ,Young Thug,Jeffery ,7,"TRAP RAP, POP RAP, SOUTHERN HIP HOP",252
Carly Rae Jepsen - Emotion: Side B EP REVIEW,Carly Rae Jepsen,Emotion: Side B,8,"POP, DANCE POP",251
Ka - Honor Killed the Samurai ALBUM REVIEW,Ka,Honor Killed the Samurai,8,"EAST COAST HIP HOP, EXPERIMENTAL HIP HOP, ALMOST SPOKEN WORD, AMBIENT HIP HOP",250
Crystal Castles - Amnesty (I) ALBUM REVIEW,Crystal Castles,Amnesty (I),4,"BAD GOTH, INDIETRONIC, HARSH HOUSE, INDUSTRIAL TRYING, NO NO NO NO NO",249
Frank Ocean - Blonde ALBUM REVIEW (Endless / Boys Don't Cry),Frank Ocean,Blonde (Endless / Boys Don't Cry),8,"ALTERNATIVE R&B, ART POP, NEO-SOUL",248
Thee Oh Sees - A Weird Exits ALBUM REVIEW,Thee Oh Sees,A Weird Exits,8,"GARAGE PUNK, NOISE ROCK, PSYCH ROCK",247
Rae Sremmurd - Sremmlife 2 ALBUM REVIEW,Rae Sremmurd,Sremmlife 2,6,"POP RAP, TRAP RAP, SOUTHERN HIP HOP",246
Lil Uzi Vert - The Perfect LUV Tape  ft. D. Respect,Lil Uzi Vert,The Perfect LUV Tape  ft. D. Respect,3,"SORTA PSYCHEDELIC TRAP CROONER STUFF, POP RAP, CLOUD RAP",245
Noname - Telefone ,Noname,Telefone ,8,"JAZZ RAP, NEO-SOUL",244
Show Me The Body - Body War ALBUM REVIEW,Show Me The Body,Body War,8,"HARDCORE PUNK, PUNK RAP, SLUDGE METAL, NOISE ROCK",243
The I.L.Y's - Scum With Boundaries ALBUM REVIEW,The I.L.Y's,Scum With Boundaries,8,"ART ROCK, EXPERIMENTAL ROCK, FREAKY PUNK SHIT, NOISE ROCK, PROGRESSIVE ROCK, GRUNGE A LITTLE BIT?",242
ScHoolboy Q - Blank Face ALBUM REVIEW,ScHoolboy Q,Blank Face,5,"GANGSTA RAP, JAZZ RAP, TRAP RAP",241
BADBADNOTGOOD - IV ALBUM REVIEW,BADBADNOTGOOD,IV,7,"JAZZ FUSION, SOUL, INSTRUMENTAL HIP HOP, SOUL JAZZ, NU JAZZ",240
Logic - Bobby Tarantino ,Logic,Bobby Tarantino ,5,"POP RAP WITH TRAP VIBES ON THE INSTRUMENTALS, JAZZ RAP A COUPLE OF TIMES, SORTA CONSCIOUS HIP HOP",239
Red Hot Chili Peppers - The Getaway ALBUM REVIEW,Red Hot Chili Peppers,The Getaway,5,"ALTERNATIVE ROCK, FUNK ROCK",238
clipping. - Wriggle EP REVIEW,clipping.,Wriggle,7,"NOISE RAP, INDUSTRIAL HIP HOP, EXPERIMENTAL HIP HOP",237
Jon Bellion - The Human Condition ALBUM REVIEW,Jon Bellion,The Human Condition,5,"POP, POP RAP",236
Nails - You Will Never Be One of Us ALBUM REVIEW,Nails,You Will Never Be One of Us,8,"POWERVIOLENCE, METALCORE, HARDCORE PUNK, GRINDCORE, SLUDGE METAL",235
YG - Still Brazy ALBUM REVIEW,YG,Still Brazy,8,"WEST COAST HIP HOP,  G FUNK, CONSCIOUS HIP HOP",234
Joey Purp - iiiDrops ,Joey Purp,iiiDrops ,7,"CONSCIOUS HIP HOP, HARDCORE HIP HOP, POP RAP",233
Flume - Skin ALBUM REVIEW,Flume,Skin,5,"WONKY, CONTEMPORARY R&B, ALTERNATIVE R&B, GLITCH HOP",232
Marissa Nadler - Strangers ALBUM REVIEW,Marissa Nadler,Strangers,8,"SINGER-SONGWRITER, INDIE FOLK, PSYCH FOLK",231
Car Seat Headrest - Teens of Denial ALBUM REVIEW,Car Seat Headrest,Teens of Denial,8,"LO-FI INDIE, BEDROOM POP, INDIE ROCK",230
Kvelertak - Nattesferd ALBUM REVIEW,Kvelertak,Nattesferd,6,"UH, BLACKENED HARD ROCK WITH A LITTLE HARDCORE PUNK MIXED IN?",229
Kaytranada - 99.9% ALBUM REVIEW,Kaytranada,99.90%,6,"CONTEMPORARY R&B, INSTRUMENTAL HIP HOP, DANCE POP, HOUSE",228
Chance The Rapper - Coloring Book ,Chance The Rapper,Coloring Book ,7,"JAZZ RAP, CONSCIOUS HIP HOP, POP RAP, HIP HOUSE, 5 AUTOTUNED KANYES SINGING THROUGH A SIMULTANEOUSA HEART ATTACK.",227
ANOHNI - Hopelessness ALBUM REVIEW,ANOHNI,Hopelessness,6,"ART POP, GLITCH POP",226
Skepta - Konnichiwa ALBUM REVIEW,Skepta,Konnichiwa,7,"GRIME, UK HIP HOP, POP RAP",225
Vektor - Terminal Redux ALBUM REVIEW,Vektor,Terminal Redux,8,"BLACKENED THRASH METAL, PROGRESSIVE METAL",224
Radiohead - A Moon Shaped Pool ALBUM REVIEW,Radiohead,A Moon Shaped Pool,8,"ART ROCK, CHAMBER POP, AMBIENT POP, KRAUTROCK",223
Death Grips - Bottomless Pit ALBUM REVIEW,Death Grips,Bottomless Pit,9,"INDUSTRIAL HIP HOP, ABSTRACT HIP HOP, NOISE ROCK, GLITCH HOP, DIGITAL HARDCORE",222
King Gizzard & The Lizard Wizard- Nonagon Infinity ALBUM REVIEW,King Gizzard & The Lizard Wizard- Nonagon Infinity,,8,"PSYCH ROCK, GARAGE ROCK, GARAGE PUNK, HEAVY PSYCH, NOISE ROCK",221
Xiu Xiu - Plays the Music of Twin Peaks ALBUM REVIEW,Xiu Xiu,Plays the Music of Twin Peaks,9,"ART ROCK, NOISE ROCK, EXPERIMENTAL ROCK, DARK AMBIENT, JAZZ",220
Beyoncé - LEMONADE ALBUM REVIEW,Beyoncé,LEMONADE,8,"CONTEMPORARY POP, ART POP, ALTERNATIVE R&B, SOUL, HARD ROCK, FUNK, COUNTRY",219
Sturgill Simpson - A Sailor's Guide To Earth ALBUM REVIEW,Sturgill Simpson,A Sailor's Guide To Earth,8,"ALT-COUNTRY, SOUTHERN SOUL, CHAMBER POP",218
M83 - JUNK ALBUM REVIEW,M83,JUNK,3,"SYNTH POP, INDIETRONIC",217
Deftones - Gore ALBUM REVIEW,Deftones,Gore,4,ALTERNATIVE METAL,216
Babymetal - Metal Resistance ALBUM REVIEW ft. Digibro,Babymetal,Metal Resistance ft. Digibro,6,"J-POP, HEAVY METAL, NU-METAL, ALTERNATIVE METAL",215
Babyfather - BBF (Hosted by DJ Escrow) ALBUM REVIEW,Babyfather,BBF (Hosted by DJ Escrow),6,"ABSTRACT HIP HOP, SPOKEN WORD, SOUND COLLAGE, UK HIP HOP",214
Weezer - Self-Titled (White) ALBUM REVIEW,Weezer,Self-Titled (White),8,"POWER POP, ALTERNATIVE ROCK",213
Various Artists - Southern Family COMPILATION REVIEW,Various Artists,Southern Family,8,"CONTEMPORARY COUNTRY, FOLK ROCK, SOUTHERN SOUL",212
Young Thug - Slime Season 3 ,Young Thug,Slime Season 3 ,5,"TRAP RAP, SOUTHERN HIP HOP, POP RAP",211
Lil Yachty - Lil Boat ,Lil Yachty,Lil Boat ,7,"CLOUD RAP, TRAP RAP, AUTO-TUNED DREAM RAP BALLADS THAT FEEL GOOD",210
The Drones - Feelin' Kinda Free ALBUM REVIEW,The Drones,Feelin' Kinda Free,8,"EXPERIMENTAL ROCK, ART ROCK, POST-PUNK, NOISE ROCK",209
Denzel Curry - Imperial ALBUM REVIEW,Denzel Curry,Imperial,8,"TRAP, CLOUD RAP, HARDCORE HIP HOP, MEMPHIS RAP",208
Flatbush Zombies - 3001: A Laced Odyssey ALBUM REVIEW,Flatbush Zombies,3001: A Laced Odyssey,6,"CLOUD RAP, EAST COAST HIP HOP, BOOM BAP",207
Lemon Demon - Spirit Phone ALBUM REVIEW,Lemon Demon,Spirit Phone,8,"NEW WAVE, POST-PUNK, SYNTH POP, SYNTH PUNK",206
"The 1975 - I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It ALBUM REVIEW",The 1975,"I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It",4,"POP ROCK, NEW WAVE, SHOEGAZE, INDIETRONICA",205
Charli XCX - Vroom Vroom EP REVIEW,Charli XCX,Vroom Vroom,8,NUTTY FUTURISTIC POP,204
Macklemore & Ryan Lewis - This Unruly Mess I've Made ALBUM REVIEW,Macklemore & Ryan Lewis,This Unruly Mess I've Made,6,"POP RAP, CONSCIOUS HIP HOP",203
Yung Lean - Warlord ALBUM REVIEW,Yung Lean,Warlord,3,CLOUD RAP,202
Matmos - Ultimate Care II ALBUM REVIEW,Matmos,Ultimate Care II,8,WASHING MACHINE SAMPLE MUSIC THAT'S AWESOME,201
Animal Collective - Painting With ALBUM REVIEW,Animal Collective,Painting With,5,"PSYCHEDELIC POP, NEO-PSYCH",200
Kanye West - The Life of Pablo ALBUM REVIEW,Kanye West,The Life of Pablo,6,"HIP HOP, EXPERIMENTAL HIP HOP, TRAP RAP",199
Future - EVOL ALBUM REVIEW,Future,EVOL,6,"TRAP RAP, POP RAP, SOUTHERN HIP HOP",198
Massive Attack - Ritual Spirit EP REVIEW,Massive Attack,Ritual Spirit,8,"TRIP HOP, DOWNTEMPO, 2-STEP",197
Chairlift - Moth ALBUM REVIEW,Chairlift,Moth,7,"SYNTH POP, INDIE POP",196
Pop. 1280 - Paradise ALBUM REVIEW,Pop. 1280,Paradise,8,"NOISE ROCK, GOTHIC ROCK, INDUSTRIAL ROCK, DARK AMBIENT",195
Megadeth - Dystopia ALBUM REVIEW,Megadeth,Dystopia,4,"THRASH METAL, HEAVY METAL",194
Daughter - Not To Disappear ALBUM REVIEW,Daughter,Not To Disappear,3,"INDIE POP, DREAM POP, SLOWCORE, POST-ROCK",193
Anderson .Paak - Malibu ALBUM REVIEW,Anderson .Paak,Malibu,7,"SOUL, FUNK, POP, ALTERNATIVE R&B, HIP HOP",192
Hinds - Leave Me Alone ALBUM REVIEW,Hinds,Leave Me Alone,6,"GARAGE ROCK, GARAGE ROCK REVIVAL, LO-FI INDIE, POST-PUNKY BEACH ROCK VIBES",191
David Bowie - ★ (Blackstar) ALBUM REVIEW [R.I.P. BOWIE],David Bowie,★ (Blackstar) [R.I.P. BOWIE],9,"ART ROCK, GLAM ROCK",190
Baroness - Purple ALBUM REVIEW,Baroness,Purple,8,"SLUDGE METAL, PROGRESSIVE ROCK, STONER ROCK, ALTERNATIVE ROCK",189
Willow Smith - Ardipithecus ALBUM REVIEW,Willow Smith,Ardipithecus,3,ART POP,188
Coldplay - A Head Full of Dreams ALBUM REVIEW,Coldplay,A Head Full of Dreams,5,"POP ROCK, ",187
Erykah Badu - But You Caint Use My Phone ,Erykah Badu,But You Caint Use My Phone ,6,"SOUL, NEO-SOUL, CONTEMPORARY R&B, POP RAP",186
Sophie - Product COMPILATION REVIEW,Sophie,Product,8,"UK BASS, TRAP, NOISE, BUBBLEGUM BANGERS THAT BEND YOUR MIND, ELECTROPOP",185
Kid Cudi - Speedin' Bullet 2 Heaven ALBUM REVIEW,Kid Cudi,Speedin' Bullet 2 Heaven,0,"GRUNGE, TRYING TO PUNK, ALTERNATIVE ROCK, LO-FI",184
James Ferraro - Skid Row ALBUM REVIEW,James Ferraro,Skid Row,4,"EXPERIMENTAL, HYPNAGOGIC POP, ALTERNATIVE R&B, SOFT ROCK, SOUND COLLAGE",183
